01.01.2018;102,93;65,40;5,53;5,19;225,80;235,41;236,08;240,08;8,50;71,63;61,52;4,19;2,94;651,44;643,09;666,78;654,53;6,66
02.01.2018;107,97;66,70;5,39;4,98;211,09;219,60;221,56;224,12;8,74;74,39;63,61;4,40;2,91;626,54;619,51;642,34;631,24;6,83
03.01.2018;108,64;67,85;5,44;5,01;216,15;224,96;226,99;229,74;8,85;74,95;64,06;4,38;2,93;636,42;629,24;652,69;641,30;7,02
04.01.2018;109,21;67,66;5,55;5,13;215,46;222,98;226,37;227,69;8,99;75,04;64,33;4,18;2,79;646,59;639,08;663,16;651,43;7,00
05.01.2018;108,96;68,09;5,56;5,12;216,65;224,69;227,58;229,50;8,89;75,29;64,59;4,10;2,66;642,31;634,92;658,88;647,29;6,95
06.01.2018;108,91;66,45;5,32;4,91;194,64;200,98;204,44;205,10;8,30;75,08;63,92;4,64;2,62;556,54;551,91;570,81;562,46;6,29
07.01.2018;106,88;65,36;5,38;4,92;195,65;201,42;205,18;205,42;8,15;73,27;62,64;4,58;2,76;578,80;573,46;593,00;584,02;6,24
08.01.2018;105,55;65,14;5,64;4,95;210,82;217,76;220,85;222,05;8,55;72,66;62,13;4,17;2,85;613,90;606,99;628,73;617,99;6,54
09.01.2018;108,66;65,37;5,68;4,98;199,85;207,37;209,88;211,48;8,68;74,04;63,05;4,19;2,83;597,39;591,18;612,33;602,19;6,64
10.01.2018;107,29;64,67;5,97;4,98;198,11;205,53;207,82;209,52;8,47;73,20;62,57;4,45;2,81;593,38;587,22;607,91;598,00;6,39
11.01.2018;102,24;61,92;5,38;4,94;189,32;195,69;197,83;199,20;7,66;71,27;60,59;4,93;2,74;506,35;501,38;518,14;510,05;5,48
12.01.2018;101,32;60,69;5,33;4,98;194,46;201,53;203,06;205,01;7,92;70,16;59,70;4,42;2,76;537,29;531,60;549,45;540,54;5,69
13.01.2018;100,97;61,86;5,27;5,02;195,77;202,39;204,38;206,01;7,68;69,84;59,53;4,63;2,78;539,77;533,84;551,89;542,77;5,64
14.01.2018;96,57;60,93;5,42;5,14;220,91;228,62;229,86;232,59;7,89;67,91;58,01;4,21;2,81;573,43;567,86;585,65;576,90;5,75
15.01.2018;101,18;63,06;5,79;5,23;225,72;235,51;235,67;239,87;8,63;71,43;60,69;3,99;2,80;581,57;574,86;595,19;584,83;6,31
16.01.2018;105,23;62,93;5,64;5,10;215,35;222,92;225,55;227,04;9,14;72,09;61,64;3,95;2,82;629,68;622,02;644,68;633,12;6,66
17.01.2018;108,62;64,21;5,35;5,02;201,93;209,23;212,06;213,25;9,00;74,04;63,27;4,25;2,82;609,39;602,92;624,63;614,22;6,64
18.01.2018;108,38;64,60;5,77;4,99;207,39;215,56;217,75;219,75;9,11;74,53;63,27;4,27;2,79;587,71;581,93;602,59;592,84;6,70
19.01.2018;106,94;64,65;5,77;5,19;213,42;221,99;223,82;226,30;9,06;73,55;62,70;4,01;2,83;616,39;609,65;631,63;620,88;6,77
20.01.2018;101,07;63,41;5,85;5,16;210,35;218,93;219,61;223,03;7,95;71,18;61,19;4,62;2,81;581,66;575,22;595,18;585,35;5,89
21.01.2018;97,00;58,70;6,18;5,03;199,16;205,66;207,29;209,00;7,65;66,92;57,16;4,66;2,77;540,83;537,07;552,04;545,39;5,35
22.01.2018;98,68;59,81;6,23;5,14;211,96;219,92;220,89;223,61;8,26;67,91;58,01;4,06;2,80;586,20;580,55;598,71;589,80;5,87
23.01.2018;103,83;62,67;5,64;5,18;209,13;216,31;218,80;220,28;8,63;71,64;61,17;4,04;2,80;593,31;586,56;607,28;596,88;6,28
24.01.2018;101,80;61,34;5,91;5,49;212,75;220,84;222,23;224,73;8,63;69,73;59,80;4,19;2,82;615,90;607,83;629,69;618,08;6,19
25.01.2018;94,98;57,29;6,43;5,29;200,92;206,85;208,81;210,05;7,59;65,51;56,58;4,93;2,82;574,12;570,28;585,55;578,95;5,20
26.01.2018;93,58;57,37;6,56;5,16;204,19;211,29;212,00;214,57;7,41;64,88;55,53;4,88;2,85;532,72;530,47;543,14;538,25;5,05
27.01.2018;94,71;58,64;6,28;5,13;192,40;197,76;199,92;200,96;6,96;65,96;56,49;4,81;2,85;505,10;502,84;515,29;510,46;4,85
28.01.2018;90,95;57,40;6,58;5,12;199,65;206,31;206,90;209,52;6,71;64,34;55,21;4,90;2,84;495,86;496,11;505,40;503,31;4,59
29.01.2018;91,31;55,78;6,40;5,13;198,56;205,19;205,82;208,21;7,07;63,60;54,38;4,78;2,82;502,89;502,53;512,37;509,62;4,70
30.01.2018;90,48;57,78;7,35;5,28;225,28;234,26;233,37;237,95;7,39;64,83;55,32;4,54;2,83;520,71;518,52;530,88;526,08;5,02
31.01.2018;90,50;56,98;8,77;5,62;220,66;229,02;228,58;232,53;7,42;63,85;54,46;4,41;2,84;529,06;527,45;539,11;534,91;5,03
01.02.2018;90,12;56,53;8,04;5,58;215,07;222,68;222,73;226,04;7,24;63,94;54,69;4,52;2,82;509,06;507,66;518,76;514,89;4,76
02.02.2018;90,81;55,29;7,17;5,48;194,92;201,48;201,97;204,39;6,94;63,25;53,97;4,72;2,81;484,68;484,59;493,72;491,32;4,54
03.02.2018;91,83;56,86;6,97;5,49;193,53;200,13;200,67;203,18;6,79;63,41;54,37;4,52;2,86;513,56;512,30;523,19;519,52;4,68
04.02.2018;93,66;58,87;7,05;5,65;211,26;218,73;219,35;222,29;7,37;65,80;56,58;4,25;2,88;550,77;547,26;561,84;555,58;5,12
05.02.2018;94,74;57,71;6,58;5,42;201,93;208,78;209,82;212,05;7,50;66,22;56,36;4,53;2,83;511,09;509,27;521,48;516,95;5,08
06.02.2018;93,38;56,92;6,90;5,35;189,54;195,53;196,76;198,52;6,93;65,26;55,82;4,75;2,81;475,18;475,70;484,57;482,74;4,53
07.02.2018;92,47;56,04;6,76;5,21;175,83;180,36;182,40;183,04;6,42;64,70;55,76;4,91;2,79;451,55;452,72;460,33;459,41;4,07
08.02.2018;90,57;55,31;7,06;5,32;195,52;202,10;202,55;205,03;6,91;63,11;54,16;4,62;2,82;494,40;493,71;503,58;500,63;4,46
09.02.2018;92,69;58,10;6,98;5,38;211,34;219,18;219,28;222,67;7,33;65,58;55,90;4,55;2,83;507,88;506,47;518,02;513,99;4,96
10.02.2018;95,28;59,46;6,34;5,36;204,90;210,90;213,00;214,40;7,36;66,57;56,75;4,43;2,87;528,71;525,44;539,57;533,47;5,23
11.02.2018;94,76;59,00;6,56;5,37;209,77;215,98;217,97;219,51;7,52;65,77;56,65;4,08;2,90;571,82;567,25;583,31;575,89;5,25
12.02.2018;96,03;58,90;6,69;5,40;218,14;225,28;226,88;228,95;8,12;67,24;57,19;4,30;2,85;545,37;541,28;556,78;549,67;5,52
13.02.2018;97,53;58,64;6,54;5,33;197,35;204,11;205,49;207,41;7,69;67,43;57,28;4,52;2,83;514,72;511,37;525,55;519,33;5,26
14.02.2018;100,18;61,16;6,44;5,55;204,85;212,97;213,71;216,70;8,01;69,72;58,87;4,51;2,85;517,71;512,70;529,30;521,10;5,66
15.02.2018;105,85;62,99;5,98;5,45;193,17;199,01;202,41;202,70;8,31;72,55;61,48;4,38;2,86;530,17;525,17;542,94;534,50;5,92
16.02.2018;108,54;64,18;5,97;5,44;193,07;199,71;202,73;203,54;8,60;73,89;62,38;4,30;2,87;540,99;536,10;554,47;545,89;6,27
17.02.2018;109,83;64,03;5,71;5,32;169,92;174,05;178,61;177,38;7,81;74,20;62,50;4,71;2,84;483,07;479,95;495,19;488,74;5,70
18.02.2018;108,76;64,04;5,92;5,38;174,45;178,94;183,22;182,35;7,83;73,72;62,37;4,64;2,85;491,22;487,88;503,40;496,78;5,64
19.02.2018;108,22;63,85;6,48;5,39;185,78;190,75;195,03;194,37;8,28;74,36;62,89;4,51;2,83;503,60;499,94;516,29;509,21;5,84
20.02.2018;104,06;61,51;7,02;5,31;179,24;183,78;187,54;187,05;7,66;71,14;60,36;4,68;2,82;480,89;477,29;492,07;485,49;5,25
21.02.2018;104,70;62,69;5,81;5,38;195,08;200,45;204,23;204,13;8,22;72,09;61,15;4,35;2,86;532,64;527,61;545,33;536,89;5,88
22.02.2018;104,55;62,72;5,84;5,41;204,93;210,96;214,52;214,84;8,60;72,07;60,78;4,26;2,86;545,73;539,71;558,72;549,10;6,20
23.02.2018;104,48;63,87;5,83;5,38;202,40;209,06;211,86;213,02;8,25;71,87;60,81;4,26;2,89;547,35;541,23;560,31;550,65;6,10
24.02.2018;103,22;63,19;5,93;5,42;202,85;210,22;212,12;214,14;8,15;70,89;60,15;4,23;2,89;551,62;545,42;564,36;554,72;5,97
25.02.2018;105,26;63,21;5,68;5,33;188,03;193,13;196,93;196,73;7,93;72,01;61,12;4,35;2,88;528,69;523,31;541,25;532,50;5,80
26.02.2018;102,16;60,61;5,80;5,33;188,60;194,84;197,06;198,20;7,86;70,03;59,94;4,26;2,86;540,53;534,71;552,73;543,77;5,50
