18.01.2018;112,16;63,34;7,8;1,41;2688;2541,54;2 830,46;2 589,48;131,98;74,35;58,64;6,64;5;7355,31;7039,42;7 539,85;7 153,14;133,58
19.01.2018;110,25;64,22;7,83;1,62;2908,98;2754,5;3 058,53;2 807,82;134,67;73,81;59,54;6,84;4,8;8216,23;7916,54;8 419,60;8 048,27;135,68
20.01.2018;104,08;61,91;7,61;1,61;2897,63;2743,82;3 031,82;2 793,44;122,83;70,68;57,16;6,38;4,49;7975,75;7682,19;8 158,10;7 800,61;124,38
21.01.2018;100,26;57,27;7,71;1,55;2690,65;2548,78;2 807,05;2 588,69;116,22;67,39;54,82;6,39;4,56;7888,35;7533,05;8 053,37;7 640,27;118,83
22.01.2018;102,37;59,44;7,7;1,6;2787,37;2641,46;2 912,68;2 685,70;120,23;68,68;55,38;6,49;4,68;7808,09;7506,20;7 977,31;7 615,17;120,5
23.01.2018;107,02;63,44;7,76;1,63;2929,94;2773,53;3 072,61;2 826,00;128,38;72,05;58,66;6,73;4,63;8306,12;8005,40;8 502,77;8 134,94;129,34
24.01.2018;104,42;60,49;7,68;1,63;2747,13;2602,63;2 875,10;2 647,78;121,27;69,66;56,24;6,47;4,6;7912,89;7609,61;8 089,03;7 723,34;123,27
25.01.2018;97,38;55,22;7,81;1,54;2532,4;2405,01;2 636,32;2 440,10;107,25;64,94;52,73;6,53;4,81;7667,09;7345,50;7 816,66;7 442,49;110,39
26.01.2018;96,62;55,36;7,51;1,56;2685,61;2553,9;2 794,30;2 591,33;111,32;65,03;52,32;6,57;4,93;7510,47;7192,79;7 657,40;7 286,35;112,07
27.01.2018;97,26;58,25;7,6;1,59;2842,03;2694,42;2 958,42;2 737,90;111,4;66,47;54,25;6,41;4,58;7861,29;7565,50;8 021,59;7 671,05;112,28
28.01.2018;93,45;56,78;7,37;1,57;2912,33;2757,96;3 023,28;2 800,53;107,26;64,88;53,22;6,46;4,64;7873,63;7522,79;8 027,03;7 623,98;109,95
29.01.2018;93,88;55,21;7,61;1,57;2691,38;2551,56;2 794,76;2 588,76;104,56;63,85;52,15;6,5;4,77;7685,96;7375,62;7 831,22;7 470,97;106,24
30.01.2018;93,06;58,65;7,09;1,72;2774,77;2618,83;2 879,71;2 661,63;95,93;65,29;52,39;6,51;4,8;6389,84;6120,86;6 515,96;6 200,94;97,33
31.01.2018;93,29;59,92;7,87;1,94;2750,88;2555,14;2 855,28;2 598,52;92,25;63,68;52;6,46;4,74;7670,7;7356,02;7 814,95;7 450,61;102,89
01.02.2018;92,44;52,91;7,57;1,96;2422,99;2272,77;2 513,46;2 303,49;95,82;62,47;51,05;6,37;4,26;6898,85;6655,47;7 024,24;6 738,58;94,36
02.02.2018;93,52;55,54;7,91;1,94;2843,32;2651,51;2 951,71;2 690,57;108,5;63,51;53,09;6,52;4,14;8884,37;8693,87;9 050,62;8 810,43;109,39
03.02.2018;94,43;56,14;7,74;1,96;3162,57;2963,76;3 285,29;3 008,28;121,63;64,08;53,35;6,6;4,4;8560,9;8341,50;8 723,75;8 454,28;109,42
04.02.2018;96,35;56,59;7,71;1,95;2934,78;2750,31;3 052,93;2 792,31;117,19;65,63;54,28;6,65;4,46;8531,6;8255,44;8 701,37;8 370,81;117,8
05.02.2018;97,47;55,28;7,99;1,93;2954,86;2759,75;3 076,30;2 800,33;125,25;66,47;55,23;6,37;4,11;8685,97;8466,98;8 863,10;8 589,43;116,29
06.02.2018;96,31;55,27;8;1,9;2939,29;2745,86;3 057,47;2 786,14;121,17;65,82;54,58;6,12;3,97;8507,22;8318,57;8 677,58;8 436,20;112,06
07.02.2018;95,27;56,46;8,05;1,8;2764,21;2580,46;2 873,18;2 619,69;107,77;64,68;53,99;6,14;3,96;8541,37;8342,79;8 706,91;8 458,36;107,93
08.02.2018;93,5;55,74;7,94;1,82;2828,75;2643,14;2 936,52;2 682,33;107,28;63,88;53,35;6,15;3,95;8582,31;8378,77;8 744,81;8 492,24;107,18
09.02.2018;95,84;58,12;7,67;1,85;2998,82;2808,93;3 118,40;2 853,97;113,64;65,87;54,56;6,18;4,02;8522,04;8320,41;8 692,96;8 437,97;113,22
10.02.2018;98,19;59,01;7,88;1,84;2935,83;2748,05;3 058,11;2 793,46;115,59;67,01;55,6;6,14;3,92;8604,3;8398,85;8 782,51;8 521,88;115,41
11.02.2018;97,76;57,5;7,83;1,82;2900,39;2711,53;3 020,24;2 754,19;117,3;66,32;54,99;6,13;3,88;8661,36;8423,46;8 837,31;8 544,32;116,85
12.02.2018;99,09;59,35;7,81;1,84;2991,49;2800,67;3 118,17;2 847,41;119,45;67,38;55,43;6,23;4,06;8525,88;8315,98;8 704,23;8 437,03;119,18
13.02.2018;100,68;59,47;8,01;1,85;2922,31;2734,09;3 049,68;2 779,89;121,04;68,06;55,95;6,25;4,1;8509,99;8309,51;8 691,37;8 432,63;120,26
14.02.2018;103,26;61,09;7,82;1,88;3004,57;2812,63;3 141,71;2 862,15;127,35;69,85;56,82;6,35;4,26;8353,18;8150,57;8 540,07;8 274,88;126,96
15.02.2018;109,05;64,39;8,12;1,88;3014,61;2827,6;3 166,42;2 882,55;135,4;72,98;59,49;6,3;4,05;8658,28;8470,59;8 868,33;8 611,58;134,75
16.02.2018;111,8;66,09;8,2;1,88;3033,09;2845,45;3 192,86;2 903,49;139,49;74,71;61,07;6,25;3,86;8862,14;8686,99;9 086,63;8 838,97;138,82
17.02.2018;113,17;64,81;8,44;1,83;2829,64;2648,26;2 981,98;2 700,40;137,68;74,35;60,82;6,26;3,9;8808,5;8614,79;9 029,67;8 764,33;138,02
18.02.2018;112,02;64,81;8,33;1,84;2945,15;2758,57;3 100,81;2 812,89;139,88;74,51;61,15;6,24;3,83;8895,35;8673,70;9 119,61;8 825,82;139,44
19.02.2018;111,18;65,22;8,3;1,86;2932,96;2787,46;3 085,91;2 842,96;135,57;74,17;61,1;6,49;3,98;9047,77;8848,09;9 273,84;9 002,99;137,64
20.02.2018;107,12;61,83;8,32;1,84;2781,98;2644,11;2 917,62;2 691,92;126,71;70,99;58,5;6,56;4,18;8836,26;8621,10;9 039,94;8 760,16;129,33
21.02.2018;107,72;63,15;8,16;1,87;2916,02;2775,65;3 059,62;2 827,66;130,67;72,23;59,3;6,59;4,27;8748,9;8535,13;8 957,04;8 676,23;132,22
22.02.2018;107,64;64,27;8,12;1,88;2956,16;2811,72;3 101,55;2 866,14;128,93;72,53;59,53;6,65;4,32;8739,9;8554,40;8 949,39;8 696,85;131,15
23.02.2018;107,51;63,12;8,17;1,86;2908,67;2766,17;3 051,41;2 818,02;129,84;72,34;59,26;6,67;4,42;8613,93;8402,31;8 819,38;8 541,02;131,34
24.02.2018;106,45;62,06;7,99;1,88;2885,25;2742,84;3 024,35;2 792,60;128,76;71,12;57,77;6,72;4,6;8402,33;8193,19;8 596,54;8 321,99;130,2
25.02.2018;108,2;62,33;8,15;1,85;2845,24;2701,67;2 986,51;2 751,15;131,22;72,13;59,18;6,73;4,46;8681;8430,59;8 886,94;8 569,38;133,43
26.02.2018;105,01;61,74;8,23;1,85;2841,82;2697,65;2 975,46;2 746,13;123,63;70,54;58,18;6,74;4,45;8701,91;8489,53;8 899,95;8 624,86;125,95
27.02.2018;104,92;61,21;8,15;1,83;2817,5;2779,48;2 949,79;2 828,63;123,64;70,44;57,94;6,79;4,58;8568,89;8347,39;8 763,42;8 479,38;126,07
28.02.2018;100,91;62,62;7,91;1,87;3106,71;3155,29;3 242,73;3 213,48;119,59;68,77;56,38;6,63;4,62;8187,77;7950,64;8 365,67;8 070,09;120,26
01.03.2018;98,81;60,74;7,59;1,88;3098,35;3111,23;3 228,92;3 165,74;118,55;67,46;54,58;6,77;4,98;7754,1;7491,52;7 916,48;7 597,12;119,09
02.03.2018;99,75;57,88;7,75;1,83;2862;2869,14;2 984,70;2 914,82;120,42;67,75;55,15;6,81;4,87;8049,25;7808,30;8 219,15;7 920,63;119,84
03.03.2018;97,13;56,94;7,84;1,83;2785,84;2790,74;2 899,62;2 833,92;112,49;65,91;54,03;6,72;4,77;8081,8;7846,71;8 243,88;7 955,27;113,43
04.03.2018;96,78;54,49;7,9;1,83;2661,37;2663,63;2 769,36;2 701,56;113,03;65,06;53,19;6,78;4,95;7882,47;7582,66;8 036,72;7 684,45;114,02
05.03.2018;100,74;62,82;7,77;1,87;2806,4;2815,92;2 928,87;2 868,28;107,01;67,96;55,12;6,72;4,89;7857,53;7589,97;8 024,39;7 699,02;117,73
06.03.2018;102,51;60,61;7,65;1,5;2960,1;2973,8;3 093,44;3 025,60;124,67;70,11;56,67;6,55;4,64;7950,27;7674,00;8 129,26;7 790,35;127,01
07.03.2018;104,94;57,48;7,74;1,86;2951,1;2961,91;3 089,77;3 008,77;140,72;71,46;57,27;6,56;4,78;7698,81;7462,42;7 878,37;7 577,75;127,85
08.03.2018;104,24;61,72;7,59;1,88;3075,4;3089,53;3 218,19;3 145,01;131,43;71,09;56,83;6,56;4,8;7678,96;7428,30;7 856,33;7 541,45;128,15
09.03.2018;105,4;58,87;8,18;1,81;2614,94;2619,65;2 738,75;2 662,78;122,28;69,74;55,97;6,54;4,79;7636,37;7402,78;7 806,62;7 512,31;123,43
10.03.2018;98,21;56,95;7,98;1,81;2719,32;2725,99;2 832,81;2 768,18;112,73;66,92;54,37;6,53;4,81;7632,49;7381,32;7 790,12;7 484,69;113,92
11.03.2018;97,03;55,12;7,74;1,83;2725,36;2731,99;2 836,48;2 771,71;114,73;65,81;53,35;6,51;4,77;7664,43;7364,29;7 817,76;7 463,76;115,6
12.03.2018;101,06;58,26;7,74;1,82;2833,65;2845,25;2 958,07;2 891,15;121,84;68,54;55,01;6,51;4,79;7583,4;7327,16;7 747,12;7 432,10;120,9
13.03.2018;105,16;61,41;7,92;1,86;2842,61;2853,42;2 976,68;2 904,18;125,03;71,44;57,2;6,51;4,79;7552,78;7319,87;7 728,86;7 432,76;125,39
14.03.2018;104,57;61,06;7,96;1,85;2794,21;2803,72;2 924,68;2 853,11;122,21;71,02;57,02;6,51;4,78;7544,87;7317,58;7 718,86;7 429,77;123,14
15.03.2018;102,21;59,38;7,9;1,85;2768,35;2777,28;2 892,35;2 823,70;119,18;69,47;55,91;6,52;4,82;7538,51;7320,98;7 705,35;7 429,07;119,38
16.03.2018;104,34;59,92;7,98;1,83;2723,07;2731,66;2 849,74;2 778,09;121,58;69,97;55,96;6,51;4,82;7505,28;7281,06;7 673,65;7 388,75;122,4
17.03.2018;108,95;61,42;8,28;1,82;2730,83;2738,47;2 868,09;2 787,22;130,5;72,58;57,75;6,51;4,79;7529,77;7285,36;7 710,52;7 399,78;130,77
18.03.2018;108,92;60,84;8,27;1,82;2730,01;2737,21;2 867,17;2 785,10;131,96;72,37;57,44;6,49;4,78;7546,72;7275,44;7 726,92;7 388,54;132,66
19.03.2018;106,66;60,38;8,28;1,81;2698,73;2703,98;2 829,35;2 750,69;125,55;71,43;57,09;6,49;4,79;7514,49;7266,56;7 689,68;7 378,24;126,63
20.03.2018;101,7;59,59;7,87;1,84;2849,92;2858,39;2 976,42;2 906,45;120,6;69,49;55,69;6,49;4,81;7484,48;7227,88;7 650,23;7 333,80;122
21.03.2018;102,62;59,27;7,86;1,84;2847,21;2856,09;2 975,68;2 903,66;124,02;69,9;55,91;6,47;4,82;7476,7;7217,99;7 644,10;7 324,58;123,63
22.03.2018;103,13;61,79;7,72;1,87;3029,21;3040,76;3 167,20;3 095,52;125,88;71,55;57,17;6,46;4,8;7441,66;7178,79;7 615,65;7 289,40;126,06
23.03.2018;105,05;61,12;8,01;1,82;2795,39;2803,26;2 926,95;2 852,69;123,44;71,39;57,05;6,45;4,81;7403,98;7157,80;7 576,38;7 267,65;123,99
24.03.2018;103,67;60,59;7,95;1,82;2811,63;2819,74;2 940,84;2 868,72;121,73;70,78;56,75;6,45;4,8;7431,45;7172,26;7 601,75;7 281,24;122,77
25.03.2018;100,5;57,11;8,15;1,79;2650,99;2656,06;2 766,14;2 697,43;115,57;68,27;55,3;6,43;4,78;7464,59;7173,59;7 624,59;7 277,35;117,34
26.03.2018;97,58;55,45;8,14;1,81;2614,44;2616,38;2 722,09;2 654,91;110,66;66,17;53,75;6,45;4,8;7460,79;7166,54;7 611,59;7 264,72;112,18
27.03.2018;95,39;55,04;7,89;1,81;2732,67;2734,75;2 840,67;2 774,41;110,77;65,6;53,3;6,45;4,79;7451,5;7159,78;7 599,68;7 256,29;110,74
28.03.2018;94,89;57,78;7,68;1,83;2306,22;2312,01;2 396,54;2 348,83;85,97;62,67;50,79;6,34;4,74;5831;5616,98;5 937,85;5 686,39;85,05
29.03.2018;95,02;62,01;7,7;1,91;2646,48;2756,67;2 750,35;2 806,75;87,38;56,94;47,21;6,45;4,79;7504,67;7220,18;7 621,73;7 298,50;90,61
30.03.2018;95,68;58,77;8,14;1,82;2588,43;2852,21;2 691,24;2 899,00;96,01;64,23;52,37;6,47;4,8;7455,67;7239,88;7 598,19;7 334,24;105,82
31.03.2018;95,45;59,26;7,91;1,83;2625,09;2894,9;2 728,94;2 943,10;95,47;64,17;52,23;6,48;4,81;7465,17;7263,53;7 607,59;7 357,72;105,76
01.04.2018;95,01;59,68;7,76;1,83;2763,6;3048,55;2 872,04;3 100,06;98,13;64,8;52,74;6,45;4,79;7467,97;7221,23;7 613,12;7 316,62;109,12
02.04.2018;94,93;60,61;7,45;1,74;2843,71;3128,3;2 955,17;3 182,66;98,11;65,4;52,92;6,49;4,93;7222,53;6997,71;7 365,33;7 090,73;107,8
03.04.2018;95,24;59,29;7,42;1,65;2680,93;2938,3;2 786,63;2 987,28;96,83;65,27;52,18;6,53;5,18;6766,77;6528,63;6 900,04;6 613,01;105,95
04.04.2018;95,04;60,55;7,34;1,68;2833,4;3110,25;2 944,69;3 164,21;98,18;65,67;52,25;6,52;5,2;6765,14;6526,05;6 899,92;6 610,61;108,3
05.04.2018;95,3;57,32;7,67;1,64;2566,42;2808,06;2 667,69;2 852,19;97,95;64,46;51,65;6,48;5,15;6816,04;6490,45;6 947,23;6 572,71;108,73
06.04.2018;93,42;57,09;7,8;1,64;2556,89;2797,83;2 654,18;2 841,51;93,38;63,37;50,99;6,5;5,19;6747,27;6479,54;6 873,03;6 559,65;101,79
07.04.2018;94,5;55,29;8,13;1,62;2400,82;2624,75;2 494,06;2 663,12;94,58;63,17;50,71;6,47;5,17;6719,96;6419,15;6 844,49;6 497,71;103,06
08.04.2018;93,96;56,72;7,85;1,62;2527,95;2770,49;2 625,14;2 813,04;94,57;63,61;50,88;6,48;5,18;6707,98;6421,16;6 833,86;6 500,23;104,17
09.04.2018;92,75;54,28;7,6;1,68;2847,67;3126,28;2 954,65;3 170,67;110,04;63,9;51,02;6,47;5,17;6700,38;6391,99;6 827,24;6 471,12;106,27
10.04.2018;93,28;57,73;7,77;1,58;2738,76;3006,37;2 842,68;3 054,16;97,86;63,83;51;6,47;5,18;6691,08;6397,37;6 817,50;6 476,50;105,39
11.04.2018;94,07;54,83;7,74;1,19;2504,71;2650,07;2 601,22;2 688,55;98,9;61,46;49,46;6,45;5,15;6699,21;6382,09;6 817,39;6 456,61;100,25
12.04.2018;94,02;51,84;7,72;1,02;2758,99;2856,85;2 865,21;2 894,14;116,89;63,16;50,52;6,47;5,14;6734,49;6403,70;6 859,19;6 481,49;106,13
13.04.2018;94,08;54,72;7,87;0,96;2555,79;2655,42;2 654,29;2 693,61;101,09;62,7;50,62;6,57;5,15;6707,59;6391,77;6 830,09;6 469,73;100,85
14.04.2018;94,55;55,26;8,15;0,95;2538,95;2640,48;2 637,65;2 679,21;100,27;62,89;50,98;6,56;5,19;6890,9;6602,54;7 017,44;6 684,16;100,63
15.04.2018;94,98;57,73;7,78;0,87;2897,2;3003,95;3 010,82;3 051,71;108,5;64,59;51,88;6,54;5,17;6908,34;6601,35;7 041,77;6 685,73;108,25
16.04.2018;94,2;55,97;7,66;0,74;3102,29;3206,88;3 222,16;3 255,36;119,19;64,85;52;6,55;5,18;6851,29;6581,97;6 984,63;6 666,49;107,32
17.04.2018;93,69;59,27;7,58;0,67;3088,9;3194,89;3 207,09;3 248,28;106,91;64,54;51,6;6,55;5,19;6802,55;6536,01;6 933,73;6 618,70;105,89
18.04.2018;84,05;53,52;7,67;0,62;2986,81;3163,76;3 080,67;3 208,25;90,99;60,08;49,25;6,72;5,16;7197,46;6886,80;7 318,85;6 966,50;97,98
19.04.2018;80,23;49,07;7,38;0,56;1987,05;2176,33;2 044,34;2 201,89;62,37;54,3;44,61;6,53;5,12;5863,29;5523,23;5 945,59;5 576,34;73,64
20.04.2018;80,89;51,49;7,64;0,5;2603,88;2854,76;2 680,08;2 891,30;76,99;56,96;46,71;6,62;5,19;6942,78;6662,56;7 048,46;6 732,06;89,35
21.04.2018;83,81;52,44;7,77;0,49;2639,07;2892,97;2 721,47;2 931,32;83,26;58,23;47,6;6,67;5,22;7000,49;6740,42;7 111,64;6 813,35;92,17
22.04.2018;85,98;54,35;7,75;0,5;2786,18;3054,7;2 877,32;3 098,02;88,62;60,53;49,18;6,63;5,22;6915,32;6648,22;7 033,45;6 724,87;96,71
23.04.2018;83,4;53,87;7,58;0,48;2885,12;3155,38;2 974,44;3 199,39;85,69;59,34;48,87;6,84;5,25;7289,5;7063,90;7 409,40;7 144,35;93,29
24.04.2018;82,58;52,84;7,59;0,42;2832,34;3092,38;2 918,42;3 133,96;84,72;58,48;47,71;6,67;5,23;6964,18;6728,33;7 075,61;6 801,43;91,52
25.04.2018;82,94;51,9;7,84;0,43;2654,09;2888,76;2 735,39;2 926,32;82,84;57,52;47,27;6,79;5,25;7116,26;6892,40;7 226,56;6 965,95;89,2
26.04.2018;80,75;50,95;7,79;0,4;2687,48;2916;2 765,84;2 952,62;80,53;56,68;46,49;6,73;5,25;6990,09;6812,99;7 095,47;6 883,39;85,99
27.04.2018;82,01;50,98;7,86;1,14;2627,79;2856,27;2 706,62;2 892,09;81,93;57,47;47,07;6,75;5,26;7061;6852,59;7 170,26;6 925,11;88,34
28.04.2018;79,58;49,94;7,72;1,68;2612,32;2845,59;2 686,47;2 879,83;77,77;56,37;46,04;6,57;5,24;6716,42;6490,39;6 816,64;6 556,19;84,1
29.04.2018;79,46;50,29;7,74;1,68;2650,99;2889,84;2 726,05;2 925,07;77,7;56,57;46,28;6,61;5,26;6775,84;6561,33;6 877,62;6 628,52;84,06
30.04.2018;80,3;50,16;7,82;1,66;2617,38;2852,4;2 692,91;2 887,01;79,25;56,46;46,21;6,67;5,25;6911,78;6689,61;7 015,21;6 757,90;85,57
01.05.2018;80,15;50,23;7,91;1,63;2555,88;2787,61;2 629,38;2 821,53;76,84;56,29;46,48;6,76;5,28;7067,48;6873,63;7 172,62;6 944,59;83,33
02.05.2018;79,7;48,31;8,17;1,66;2428,22;2646,75;2 497,29;2 676,64;76,58;54,75;44,92;6,57;5,22;6797,41;6533,23;6 893,35;6 596,33;82,95
03.05.2018;80,13;48,25;8,15;1,63;2379,96;2592,34;2 448,33;2 621,55;76,21;54,59;44,97;6,7;5,24;7012,16;6778,98;7 110,52;6 844,60;82,52
04.05.2018;80,22;48,68;8,12;1,62;2415,46;2631,56;2 484,99;2 661,71;76,53;54,92;45,12;6,72;5,27;7002;6789,15;7 101,35;6 855,30;82,67
05.05.2018;80,82;49,7;8,21;1,68;2441,07;2661,48;2 512,31;2 693,21;76,34;55,88;46,07;6,75;5,28;7031,43;6837,99;7 134,59;6 907,38;82,67
06.05.2018;79,53;48,8;8,12;1,67;2498,23;2723,3;2 569,03;2 754,64;77,15;54,95;45,36;6,69;5,24;7026,28;6764,17;7 126,10;6 830,76;83,67
07.05.2018;80,11;47,94;8,38;1,65;2305,12;2507,9;2 371,29;2 535,80;74,51;54,4;44,72;6,6;5,25;6795,24;6564,34;6 889,95;6 627,17;80,3
08.05.2018;79,71;47,96;8,49;1,61;2275,38;2474,2;2 340,08;2 501,76;72,59;54,3;44,78;6,62;5,26;6770,5;6553,76;6 864,55;6 616,66;78,35
09.05.2018;77,33;46,54;8,52;1,61;2270,72;2464,2;2 331,80;2 490,10;70,27;52,55;43,49;6,65;5,26;6848,89;6624,79;6 938,20;6 684,80;75,99
10.05.2018;75,94;46,63;8,49;1,61;2384,01;2586,05;2 446,01;2 613,34;70,22;52,26;43,53;6,71;5,26;7010,34;6769,45;7 100,77;6 830,90;75,95
11.05.2018;75,74;47,81;8,36;1,62;2554,85;2775,62;2 620,98;2 806,34;71,73;52,59;44,54;6,78;4,8;7917,74;7732,78;8 021,08;7 806,37;77,63
12.05.2018;76,37;48,13;8,22;1,63;2681,31;2919,84;2 751,82;2 952,57;76,11;52,61;44,64;6,8;4,5;8577,27;8407,59;8 689,28;8 488,08;82,41
13.05.2018;75,58;46,67;8,52;1,61;2473,61;2694,45;2 537,38;2 722,96;71,88;50,97;43,76;6,79;4,47;8361,67;8428,12;8 464,50;8 505,77;76,28
14.05.2018;74,84;48,26;8,24;1,64;2765,81;3023,58;2 835,87;3 057,66;73,93;52,46;44,77;6,79;4,5;8322,26;8387,53;8 430,39;8 468,28;78,72
15.05.2018;74,66;48,44;8,26;1,61;2751,66;3014,61;2 821,03;3 048,83;72,54;52,73;45,07;6,75;4,49;8069,77;8319,14;8 175,66;8 400,30;76,33
16.05.2018;74,7;48,48;8,28;1,63;2779,65;3043,33;2 849,81;3 077,93;73,29;52,77;45,03;6,75;4,49;8322,25;8303,06;8 431,58;8 383,92;78,92
17.05.2018;74,99;47,81;8,26;1,65;2649,47;2834,34;2 716,81;2 865,72;72,41;51,97;44,19;6,72;4,48;8043,95;7937,39;8 146,68;8 011,96;76,74
18.05.2018;74,72;48,42;8,25;1,64;2911,51;3107,18;2 985,02;3 142,42;76,97;52,7;44,78;6,75;4,51;8421,83;8319,75;8 532,21;8 399,87;81,05
19.05.2018;74,36;48,2;8,3;1,65;2842,47;3048,11;2 913,60;3 082,37;74,76;52,36;44,66;6,78;4,51;8461,26;8385,68;8 570,74;8 466,04;79,07
20.05.2018;74,61;49,02;8,1;1,37;2996,21;3210,66;3 071,68;3 247,99;77,09;53,17;45,45;6,77;4,49;8540,71;8386,31;8 654,56;8 469,47;81,77
21.05.2018;75,19;48,21;8,08;1,2;2711,23;2924,07;2 780,52;2 957,01;73,56;52,45;44,92;6,78;4,52;8552,65;8383,48;8 663,72;8 464,71;78,76
22.05.2018;74,96;46,67;7,74;1,08;2769,9;2887;2 840,32;2 917,68;78,9;52,05;44,55;6,82;4,54;8254,69;8062,52;8 360,46;8 139,48;77,98
23.05.2018;74,94;39,69;8,23;1,01;2311,89;2358,95;2 370,59;2 377,36;81,85;51,07;44,17;6,79;4,48;8437,39;8359,30;8 541,45;8 437,69;73,04
24.05.2018;74,86;40,58;8,44;0,99;2117,48;2161,79;2 171,12;2 179,35;72,91;50,62;43,93;6,79;4,47;8269,03;8447,18;8 369,26;8 525,56;68,85
25.05.2018;75,4;40,99;8,39;0,97;2057,97;2130,51;2 110,82;2 148,12;71,13;50,73;43,85;6,77;4,47;8103,44;8396,49;8 202,11;8 474,12;68,6
26.05.2018;73,81;43,46;8,02;1,07;2473,11;2545,15;2 534,21;2 568,72;75,44;52,32;45,04;6,78;4,49;8103,67;8411,02;8 208,43;8 492,99;71,8
27.05.2018;74,65;42,74;8,08;1,04;2419,73;2475,21;2 480,75;2 497,40;77,57;52,46;45,18;6,77;4,45;8275,48;8415,08;8 382,97;8 497,56;74,93
28.05.2018;74,93;40,46;8,45;0,99;1999,67;2047,33;2 050,41;2 064,04;69,25;50,46;43,87;6,76;4,47;8463,84;8400,51;8 565,93;8 478,27;69,44
29.05.2018;74,88;37,06;8,74;0,94;1604,71;1610,07;1 645,35;1 621,09;61,05;47,89;42,07;6,77;4,47;8209,27;8400,82;8 298,64;8 472,41;61,06
30.05.2018;74,67;32,79;8,25;1,19;1269,65;1246,08;1 301,68;1 252,74;53,33;44,64;39,62;6,76;4,47;8784,85;8383,06;8 868,08;8 446,45;56,69
31.05.2018;74,82;33,22;8,38;1,48;1329,32;1280,69;1 362,96;1 287,67;55,48;45;39,91;6,73;4,48;8527,16;8351,29;8 609,28;8 415,37;56,06
01.06.2018;74,39;32,88;8,21;1,45;1303,54;1256,23;1 336,19;1 263,01;54,28;44,82;39,96;6,72;4,49;8442,65;8338,68;8 523,32;8 402,81;53,61
02.06.2018;74,7;34,61;8,14;1,46;1419,74;1369,45;1 455,58;1 377,54;57,11;45,8;40,42;6,72;4,49;8684,68;8318,70;8 771,27;8 384,14;58,9
03.06.2018;74,73;33,34;8,06;1,44;1424;1373,41;1 459,97;1 381,02;59,12;45,81;40,46;6,73;4,45;8789,18;8364,48;8 876,84;8 430,43;61,51
